Brand,Model,Year,Price,Mileage,Exterior Color,Interior Color,Fuel Type,Drivetrain,VIN,Dealer Name,Dealer Zip,Bodystyle,Image Paths
Toyota,Camry,2020,23989,8518,Blue Streak Metallic,Black,Gasoline,Front-wheel Drive,4T1C11AK1LU307430,Ira Ford Auburn,01501,Sedan,"['vehicle_images_more\\c6777f01-9d2b-41de-9c5a-54017a865d61_1.jpg', 'vehicle_images_more\\c6777f01-9d2b-41de-9c5a-54017a865d61_2.jpg', 'vehicle_images_more\\c6777f01-9d2b-41de-9c5a-54017a865d61_3.jpg']"
Toyota,RAV4,2018,25979,49497,Super White,Black,Gasoline,All-wheel Drive,JTMDFREVXJJ254724,Columbia Ford,06237,SUV,"['vehicle_images_more\\9ff19725-79e9-4d58-943f-6a5671313f36_1.jpg', 'vehicle_images_more\\9ff19725-79e9-4d58-943f-6a5671313f36_2.jpg', 'vehicle_images_more\\9ff19725-79e9-4d58-943f-6a5671313f36_3.jpg']"
Toyota,4Runner,2019,34999,60208,Magnetic Gray Metallic,Black Graphite,Gasoline,Four-wheel Drive,JTEBU5JR7K5654910,BMW of North Haven,06473,SUV,"['vehicle_images_more\\9a66df96-c6d2-4500-a197-effb831f39bd_1.jpg', 'vehicle_images_more\\9a66df96-c6d2-4500-a197-effb831f39bd_2.jpg', 'vehicle_images_more\\9a66df96-c6d2-4500-a197-effb831f39bd_3.jpg']"
Toyota,Tacoma,2020,28893,90045,Midnight Black Metallic,Black,Gasoline,Four-wheel Drive,3TMCZ5AN9LM332966,Mohawk Chevrolet,12020,Truck,"['vehicle_images_more\\4a19a3d8-9070-4343-bc00-b32a3800dbde_1.jpg', 'vehicle_images_more\\4a19a3d8-9070-4343-bc00-b32a3800dbde_2.jpg', 'vehicle_images_more\\4a19a3d8-9070-4343-bc00-b32a3800dbde_3.jpg']"
Toyota,Prius c,2017,16688,61451,,,Gasoline,Front-wheel Drive,JTDKDTB3XH1598822,Lundgren Subaru of Bennington,05201,Hatchback,"['vehicle_images_more\\ace1beaa-4960-40a0-9312-7bf67ccb5885_1.jpg', 'vehicle_images_more\\ace1beaa-4960-40a0-9312-7bf67ccb5885_2.jpg', 'vehicle_images_more\\ace1beaa-4960-40a0-9312-7bf67ccb5885_3.jpg']"
Toyota,Sienna,2014,9999,185035,Green,Gray,Gasoline,Front-wheel Drive,5TDKK3DC1ES426518,Broadway Garage,12534,Passenger Van,"['vehicle_images_more\\1af6c0b4-df48-47ee-b58b-3e3b40f8dd62_1.jpg', 'vehicle_images_more\\1af6c0b4-df48-47ee-b58b-3e3b40f8dd62_2.jpg', 'vehicle_images_more\\1af6c0b4-df48-47ee-b58b-3e3b40f8dd62_3.jpg']"
Toyota,RAV4,2019,23600,51703,Magnetic Gray Metallic,Black,Gasoline,All-wheel Drive,2T3G1RFVXKC059754,Romeo Toyota of Glens Falls,12801,SUV,"['vehicle_images_more\\d8197a6e-a808-48d5-934a-97b30103a64b_1.jpg', 'vehicle_images_more\\d8197a6e-a808-48d5-934a-97b30103a64b_2.jpg', 'vehicle_images_more\\d8197a6e-a808-48d5-934a-97b30103a64b_3.jpg']"
Toyota,Camry,2015,12495,109696,Gray,,Gasoline,Front-wheel Drive,4T1BF1FK8FU895868,Granite Auto Sales LLC,03462,Sedan,"['vehicle_images_more\\f7e4092c-2587-48ad-8b91-58eebd628350_1.jpg', 'vehicle_images_more\\f7e4092c-2587-48ad-8b91-58eebd628350_2.jpg', 'vehicle_images_more\\f7e4092c-2587-48ad-8b91-58eebd628350_3.jpg']"
Toyota,RAV4,2019,24999,55950,Super White,Nutmeg,Gasoline,All-wheel Drive,JTMP1RFV5KJ005100,Balise Toyota,01089,SUV,"['vehicle_images_more\\ad75ddc0-e8b8-4221-a64c-0b122af19e2c_1.jpg', 'vehicle_images_more\\ad75ddc0-e8b8-4221-a64c-0b122af19e2c_2.jpg', 'vehicle_images_more\\ad75ddc0-e8b8-4221-a64c-0b122af19e2c_3.jpg']"
Toyota,Tacoma,2011,16900,24336,Red,Graphite,Gasoline,Rear-wheel Drive,5TFNX4CN8BX002492,Aldermans Toyota,05701,Truck,"['vehicle_images_more\\3b4beb3d-fe42-4ed9-9da2-53a4bee18a2a_1.jpg', 'vehicle_images_more\\3b4beb3d-fe42-4ed9-9da2-53a4bee18a2a_2.jpg', 'vehicle_images_more\\3b4beb3d-fe42-4ed9-9da2-53a4bee18a2a_3.jpg']"
Toyota,Tacoma,2009,10987,184321,Super White,,Gasoline,Four-wheel Drive,3TMLU42N39M034333,Shelby Motor Cars,01109,Truck,"['vehicle_images_more\\d5d9a799-02f3-4848-b3a1-2df707f0713a_1.jpg', 'vehicle_images_more\\d5d9a799-02f3-4848-b3a1-2df707f0713a_2.jpg', 'vehicle_images_more\\d5d9a799-02f3-4848-b3a1-2df707f0713a_3.jpg']"
Toyota,Highlander,2017,22990,89779,Black,Black,Gasoline,All-wheel Drive,5TDJZRFH5HS471839,Litchfield Ford,06759,SUV,"['vehicle_images_more\\62de1d31-5ca2-4c60-aad0-1f71b7d105a5_1.jpg', 'vehicle_images_more\\62de1d31-5ca2-4c60-aad0-1f71b7d105a5_2.jpg', 'vehicle_images_more\\62de1d31-5ca2-4c60-aad0-1f71b7d105a5_3.jpg']"
Toyota,Prius v,2016,10083,199324,Magnetic Gray,Black,Gasoline,Front-wheel Drive,JTDZN3EU6GJ044563,Gale Toyota,06082,Wagon,"['vehicle_images_more\\0a9f918e-e63e-414d-a679-3dc24bc34996_1.jpg', 'vehicle_images_more\\0a9f918e-e63e-414d-a679-3dc24bc34996_2.jpg', 'vehicle_images_more\\0a9f918e-e63e-414d-a679-3dc24bc34996_3.jpg']"
Toyota,Highlander,2019,21883,115025,Midnight Black Metallic,Black,Gasoline,All-wheel Drive,5TDBZRFH4KS920990,Gale Toyota,06082,SUV,"['vehicle_images_more\\04de037d-8c30-4715-a8c8-1ff92ec5459b_1.jpg', 'vehicle_images_more\\04de037d-8c30-4715-a8c8-1ff92ec5459b_2.jpg', 'vehicle_images_more\\04de037d-8c30-4715-a8c8-1ff92ec5459b_3.jpg']"
Toyota,Avalon,2016,18850,67568,Ooh La La Rouge Mica,Almond,Gasoline,Front-wheel Drive,4T1BK1EB0GU203651,Central A/S LLC,06088,Sedan,"['vehicle_images_more\\8208dc7d-1842-496b-8500-55944255d4a5_1.jpg', 'vehicle_images_more\\8208dc7d-1842-496b-8500-55944255d4a5_2.jpg', 'vehicle_images_more\\8208dc7d-1842-496b-8500-55944255d4a5_3.jpg']"
Toyota,RAV4,2017,16600,113528,Barcelona Red Metallic,Black,Gasoline,All-wheel Drive,2T3RFREV8HW676718,White River Subaru,05001,SUV,"['vehicle_images_more\\2dc21d53-a2c9-4c12-a580-2cc77bb20cf8_1.jpg', 'vehicle_images_more\\2dc21d53-a2c9-4c12-a580-2cc77bb20cf8_2.jpg', 'vehicle_images_more\\2dc21d53-a2c9-4c12-a580-2cc77bb20cf8_3.jpg']"
Toyota,Highlander,2019,26691,66002,Midnight Black Metallic,Ash,Gasoline,All-wheel Drive,5TDBZRFH9KS924288,Danbury Chrysler Jeep Dodge Ram FIAT,06810,SUV,"['vehicle_images_more\\ec3a4931-b2fe-43a2-9b6d-87e295c03821_1.jpg', 'vehicle_images_more\\ec3a4931-b2fe-43a2-9b6d-87e295c03821_2.jpg', 'vehicle_images_more\\ec3a4931-b2fe-43a2-9b6d-87e295c03821_3.jpg']"
Toyota,Tacoma,2018,26995,74362,Magnetic Gray Metallic,Black/Red,Gasoline,Four-wheel Drive,5TFSZ5AN6JX128662,J & M Automotive,06770,Truck,"['vehicle_images_more\\ee9cfccd-bfe6-41e7-a770-0b377a08387a_1.jpg', 'vehicle_images_more\\ee9cfccd-bfe6-41e7-a770-0b377a08387a_2.jpg', 'vehicle_images_more\\ee9cfccd-bfe6-41e7-a770-0b377a08387a_3.jpg']"
Toyota,Camry Hybrid,2012,13995,64761,Cypress Pearl,Light Gray,Hybrid,Front-wheel Drive,4T1BD1FKXCU052272,Friendly Ford of Hamilton,13346,Sedan,"['vehicle_images_more\\324cdc3a-62ff-474b-b8dc-d788972c64f3_1.jpg', 'vehicle_images_more\\324cdc3a-62ff-474b-b8dc-d788972c64f3_2.jpg', 'vehicle_images_more\\324cdc3a-62ff-474b-b8dc-d788972c64f3_3.jpg']"
Toyota,Corolla,2020,16332,57123,Classic Silver Metallic,Black,Gasoline,Front-wheel Drive,5YFEPRAE3LP053396,Blasius of Middletown,06457,Sedan,"['vehicle_images_more\\769fd8ad-7e3b-4a2d-8c22-692e3821cc0d_1.jpg', 'vehicle_images_more\\769fd8ad-7e3b-4a2d-8c22-692e3821cc0d_2.jpg', 'vehicle_images_more\\769fd8ad-7e3b-4a2d-8c22-692e3821cc0d_3.jpg']"
Toyota,Camry,2012,8995,138411,Magnetic Gray Metallic,Ash,Gasoline,Front-wheel Drive,4T4BF1FK7CR249982,Rocky's Auto Sales,01603,Sedan,"['vehicle_images_more\\f20d7d93-40a9-411b-b0cf-61a496082cb5_1.jpg', 'vehicle_images_more\\f20d7d93-40a9-411b-b0cf-61a496082cb5_2.jpg', 'vehicle_images_more\\f20d7d93-40a9-411b-b0cf-61a496082cb5_3.jpg']"
Toyota,Corolla,2018,15190,62862,Black Sand Pearl,Steel Gray,Gasoline,Front-wheel Drive,2T1BURHE7JC076470,BMW of Ridgefield,06877,Sedan,"['vehicle_images_more\\ad45ab52-85f7-4ffb-941b-a73c6e820acc_1.jpg', 'vehicle_images_more\\ad45ab52-85f7-4ffb-941b-a73c6e820acc_2.jpg', 'vehicle_images_more\\ad45ab52-85f7-4ffb-941b-a73c6e820acc_3.jpg']"
Toyota,Tacoma,2017,30346,49487,Cement,Cement Gray,Gasoline,Four-wheel Drive,5TFCZ5AN1HX071933,Mohawk Chevrolet,12020,Truck,"['vehicle_images_more\\7bbf2180-e7d9-40fb-acbd-9bbeebb51620_1.jpg', 'vehicle_images_more\\7bbf2180-e7d9-40fb-acbd-9bbeebb51620_2.jpg', 'vehicle_images_more\\7bbf2180-e7d9-40fb-acbd-9bbeebb51620_3.jpg']"
Toyota,Tacoma,2015,18995,133000,Super White,Graphite,Gasoline,Four-wheel Drive,5TFUU4ENXFX123970,Meredith Motors,12020,Truck,"['vehicle_images_more\\0efa8d69-eba1-4245-8489-cb82fcca12cf_1.jpg', 'vehicle_images_more\\0efa8d69-eba1-4245-8489-cb82fcca12cf_2.jpg', 'vehicle_images_more\\0efa8d69-eba1-4245-8489-cb82fcca12cf_3.jpg']"
Toyota,Sienna,2016,14995,137220,Super White,Ash,Gasoline,All-wheel Drive,5TDJK3DC3GS133735,Lusso Motors,12010,Passenger Van,"['vehicle_images_more\\2335fe15-d9b2-4f16-a9c5-2ca3c149a6ff_1.jpg', 'vehicle_images_more\\2335fe15-d9b2-4f16-a9c5-2ca3c149a6ff_2.jpg', 'vehicle_images_more\\2335fe15-d9b2-4f16-a9c5-2ca3c149a6ff_3.jpg']"
Toyota,Sienna,2014,13995,109540,Predawn Gray Mica,Light Gray,Gasoline,Front-wheel Drive,5TDKK3DC7ES437989,Lusso Motors,12010,Passenger Van,"['vehicle_images_more\\c1547fde-f287-4508-9f7a-0b73dd781a50_1.jpg', 'vehicle_images_more\\c1547fde-f287-4508-9f7a-0b73dd781a50_2.jpg', 'vehicle_images_more\\c1547fde-f287-4508-9f7a-0b73dd781a50_3.jpg']"
Toyota,Prius,2013,13999,74508,Burgundy,Black,Hybrid,Front-wheel Drive,JTDKN3DU5D5600529,Broadway Garage,12534,Hatchback,"['vehicle_images_more\\4c13d7c8-36d8-49a7-ac74-324d878f8594_1.jpg', 'vehicle_images_more\\4c13d7c8-36d8-49a7-ac74-324d878f8594_2.jpg', 'vehicle_images_more\\4c13d7c8-36d8-49a7-ac74-324d878f8594_3.jpg']"
Toyota,Yaris iA,2018,14998,62646,Sapphire,Mid Blue Black,Gasoline,Front-wheel Drive,3MYDLBYV1JY312566,Faith's Toyota Westminster,05158,Sedan,"['vehicle_images_more\\c34375d0-78d6-445d-9025-1b0f85ceb196_1.jpg', 'vehicle_images_more\\c34375d0-78d6-445d-9025-1b0f85ceb196_2.jpg', 'vehicle_images_more\\c34375d0-78d6-445d-9025-1b0f85ceb196_3.jpg']"
Toyota,Tacoma,2020,31495,96078,Cement,Black,Gasoline,Four-wheel Drive,3TMGZ5AN1LM326029,Faith's Toyota Westminster,05158,Truck,"['vehicle_images_more\\ea21c03e-5119-4e45-9491-d8cfeb55d20b_1.jpg', 'vehicle_images_more\\ea21c03e-5119-4e45-9491-d8cfeb55d20b_2.jpg', 'vehicle_images_more\\ea21c03e-5119-4e45-9491-d8cfeb55d20b_3.jpg']"
Toyota,RAV4,2012,8383,208728,Pyrite Mica,Sand Beige,Gasoline,Four-wheel Drive,2T3DK4DV4CW091525,Gale Toyota,06082,SUV,"['vehicle_images_more\\9dbbddcf-8acd-42f6-adfe-8fe01593fe58_1.jpg', 'vehicle_images_more\\9dbbddcf-8acd-42f6-adfe-8fe01593fe58_2.jpg', 'vehicle_images_more\\9dbbddcf-8acd-42f6-adfe-8fe01593fe58_3.jpg']"
Toyota,Tacoma,2019,28483,45963,Super White,Cement Gray,Gasoline,Four-wheel Drive,5TFSX5EN6KX070022,Gale Toyota,06082,Truck,"['vehicle_images_more\\fd4811ef-97a7-4575-83f4-7435a6bd7c93_1.jpg', 'vehicle_images_more\\fd4811ef-97a7-4575-83f4-7435a6bd7c93_2.jpg', 'vehicle_images_more\\fd4811ef-97a7-4575-83f4-7435a6bd7c93_3.jpg']"
Toyota,Tundra,2018,33137,57561,Gray,Graphite,Gasoline,Four-wheel Drive,5TFUY5F18JX736121,McGee Toyota of Claremont,03743,Truck,"['vehicle_images_more\\ba8d522a-8a60-47cc-a482-45e693c3858b_1.jpg', 'vehicle_images_more\\ba8d522a-8a60-47cc-a482-45e693c3858b_2.jpg', 'vehicle_images_more\\ba8d522a-8a60-47cc-a482-45e693c3858b_3.jpg']"
Toyota,RAV4 Hybrid,2018,20000,110528,Gray,Brown,Hybrid,All-wheel Drive,JTMDJREV6JD244897,Unknown,Unknown,SUV,"['vehicle_images_more\\69e35fdf-2846-44fd-9c7a-31fc07481093_1.jpg', 'vehicle_images_more\\69e35fdf-2846-44fd-9c7a-31fc07481093_2.jpg', 'vehicle_images_more\\69e35fdf-2846-44fd-9c7a-31fc07481093_3.jpg']"
Toyota,RAV4,2015,15000,87894,Classic Silver Metallic,Ash,Gasoline,All-wheel Drive,2T3BFREV6FW230324,Route 9 Mazda,12601,SUV,"['vehicle_images_more\\70ccc0ce-3bcc-4d8a-b8cc-54b6fddd807f_1.jpg', 'vehicle_images_more\\70ccc0ce-3bcc-4d8a-b8cc-54b6fddd807f_2.jpg', 'vehicle_images_more\\70ccc0ce-3bcc-4d8a-b8cc-54b6fddd807f_3.jpg']"
Toyota,Highlander,2017,21492,95219,Blizzard Pearl,Black,Gasoline,All-wheel Drive,5TDJZRFHXHS449478,DCH Wappingers Falls Toyota,12590,SUV,"['vehicle_images_more\\57f3ad5b-d94d-489a-bfc9-a97f4bfdbb11_1.jpg', 'vehicle_images_more\\57f3ad5b-d94d-489a-bfc9-a97f4bfdbb11_2.jpg', 'vehicle_images_more\\57f3ad5b-d94d-489a-bfc9-a97f4bfdbb11_3.jpg']"
Toyota,Prius,2011,7997,151887,Winter Gray Metallic,Dark Gray,Gasoline,Front-wheel Drive,JTDKN3DU3B1433964,Auto Care LLC,06066,Hatchback,"['vehicle_images_more\\aec9ded4-4be2-4754-aeaf-3e17a32f5d96_1.jpg', 'vehicle_images_more\\aec9ded4-4be2-4754-aeaf-3e17a32f5d96_2.jpg', 'vehicle_images_more\\aec9ded4-4be2-4754-aeaf-3e17a32f5d96_3.jpg']"
Toyota,Corolla,2011,10981,129903,Classic Silver Metallic,Dark Charcoal,Gasoline,Front-wheel Drive,2T1BU4EE8BC733012,Motor Car West,06042,Sedan,"['vehicle_images_more\\8d926178-da31-4041-9c17-f13051904ee4_1.jpg', 'vehicle_images_more\\8d926178-da31-4041-9c17-f13051904ee4_2.jpg', 'vehicle_images_more\\8d926178-da31-4041-9c17-f13051904ee4_3.jpg']"
Toyota,RAV4,2018,18795,95000,Black,Black,Gasoline,All-wheel Drive,2T3RFREV7JW806123,Moore's Automotive Sales & Service,06066,SUV,"['vehicle_images_more\\bbc274f4-2253-409f-b07a-b17d455765ba_1.jpg', 'vehicle_images_more\\bbc274f4-2253-409f-b07a-b17d455765ba_2.jpg', 'vehicle_images_more\\bbc274f4-2253-409f-b07a-b17d455765ba_3.jpg']"
Toyota,Corolla,2015,13998,101397,White,BLACK,Gasoline,Rear-wheel Drive,2T1BURHE3FC460267,CarMax Waterbury,06705,Sedan,"['vehicle_images_more\\56a2923d-1b06-48c8-9d21-928f1bd0f35f_1.jpg', 'vehicle_images_more\\56a2923d-1b06-48c8-9d21-928f1bd0f35f_2.jpg', 'vehicle_images_more\\56a2923d-1b06-48c8-9d21-928f1bd0f35f_3.jpg']"
Toyota,RAV4,2019,27995,57341,Blizzard Pearl,Black,Gasoline,All-wheel Drive,JTMN1RFV2KD519931,J & M Automotive,06770,SUV,"['vehicle_images_more\\60a1ec14-3943-4420-a5bd-5c41f12065ae_1.jpg', 'vehicle_images_more\\60a1ec14-3943-4420-a5bd-5c41f12065ae_2.jpg', 'vehicle_images_more\\60a1ec14-3943-4420-a5bd-5c41f12065ae_3.jpg']"
Toyota,Tacoma,2015,18595,166010,Gray,Gray,Gasoline,Four-wheel Drive,3TMLU4EN8FM173980,Rocky's Auto Sales,01603,Truck,"['vehicle_images_more\\dd2340ac-88c3-4899-b394-a53a5f9aedb7_1.jpg', 'vehicle_images_more\\dd2340ac-88c3-4899-b394-a53a5f9aedb7_2.jpg', 'vehicle_images_more\\dd2340ac-88c3-4899-b394-a53a5f9aedb7_3.jpg']"
Toyota,Highlander,2018,24737,77636,Gray,,Gasoline,All-wheel Drive,5TDJZRFH3JS804304,Mcgee Toyota of Dudley,01571,SUV,"['vehicle_images_more\\cf5261d9-1c01-4927-90ad-36d70bce6bd9_1.jpg', 'vehicle_images_more\\cf5261d9-1c01-4927-90ad-36d70bce6bd9_2.jpg', 'vehicle_images_more\\cf5261d9-1c01-4927-90ad-36d70bce6bd9_3.jpg']"
Toyota,Tacoma,2019,27998,10505,Silver,GRAY,Gasoline,Rear-wheel Drive,5TFRX5GN5KX155395,CarMax Albany,12205,Truck,"['vehicle_images_more\\b4d287b6-a63c-4e0d-8976-8aea75c01afb_1.jpg', 'vehicle_images_more\\b4d287b6-a63c-4e0d-8976-8aea75c01afb_2.jpg', 'vehicle_images_more\\b4d287b6-a63c-4e0d-8976-8aea75c01afb_3.jpg']"
Toyota,RAV4 Hybrid,2020,23993,60667,Super White,Black,Hybrid,All-wheel Drive,4T3M6RFV2LU005496,Lia Toyota of Colonie,12304,SUV,"['vehicle_images_more\\6afc4a54-a504-44c7-a6cf-50e761d61b1a_1.jpg', 'vehicle_images_more\\6afc4a54-a504-44c7-a6cf-50e761d61b1a_2.jpg', 'vehicle_images_more\\6afc4a54-a504-44c7-a6cf-50e761d61b1a_3.jpg']"
Toyota,RAV4,2013,15000,105661,Magnetic Gray Metallic,Black,Gasoline,All-wheel Drive,2T3DFREV6DW112490,Saratoga Honda,12866,SUV,"['vehicle_images_more\\855be4f9-8730-437d-a728-d2644a7a90da_1.jpg', 'vehicle_images_more\\855be4f9-8730-437d-a728-d2644a7a90da_2.jpg', 'vehicle_images_more\\855be4f9-8730-437d-a728-d2644a7a90da_3.jpg']"
Toyota,Tacoma,2017,24988,67046,GY,Cement Gray,Gasoline,Four-wheel Drive,5TFSX5EN0HX057551,Bachetti's Auto Sales,01257,Truck,"['vehicle_images_more\\b1051507-8eae-4e61-85cb-ef26b5cee324_1.jpg', 'vehicle_images_more\\b1051507-8eae-4e61-85cb-ef26b5cee324_2.jpg', 'vehicle_images_more\\b1051507-8eae-4e61-85cb-ef26b5cee324_3.jpg']"
Toyota,RAV4,2018,27201,24815,Ruby Flare Pearl,Ash,Gasoline,All-wheel Drive,2T3DFREV9JW741169,Lia Toyota of Northampton,01060,SUV,"['vehicle_images_more\\7797096c-2d2a-4ae2-996a-07c4165b05e3_1.jpg', 'vehicle_images_more\\7797096c-2d2a-4ae2-996a-07c4165b05e3_2.jpg', 'vehicle_images_more\\7797096c-2d2a-4ae2-996a-07c4165b05e3_3.jpg']"
Toyota,Sienna,2016,20384,65805,Creme Brulee Mica,Bisque,Gasoline,Front-wheel Drive,5TDZK3DC8GS709421,Lia Toyota of Northampton,01060,Passenger Van,"['vehicle_images_more\\ee7150d9-fb39-4245-b30e-d154a4d4b1ca_1.jpg', 'vehicle_images_more\\ee7150d9-fb39-4245-b30e-d154a4d4b1ca_2.jpg', 'vehicle_images_more\\ee7150d9-fb39-4245-b30e-d154a4d4b1ca_3.jpg']"
Toyota,4Runner,2015,24573,98394,Attitude Black Metallic,Black,Gasoline,Four-wheel Drive,JTEBU5JR9F5211468,Lia Toyota of Northampton,01060,SUV,"['vehicle_images_more\\381caa05-33d0-4035-be0b-139046777b1e_1.jpg', 'vehicle_images_more\\381caa05-33d0-4035-be0b-139046777b1e_2.jpg', 'vehicle_images_more\\381caa05-33d0-4035-be0b-139046777b1e_3.jpg']"
Toyota,Camry,2019,20049,56022,Predawn Gray Mica,Black,Gasoline,Front-wheel Drive,4T1B11HK5KU732780,Balise Toyota,01089,Sedan,"['vehicle_images_more\\103a8a02-92f3-4997-912b-19b3b5291a06_1.jpg', 'vehicle_images_more\\103a8a02-92f3-4997-912b-19b3b5291a06_2.jpg', 'vehicle_images_more\\103a8a02-92f3-4997-912b-19b3b5291a06_3.jpg']"
Toyota,RAV4,2017,15883,161330,Blizzard Pearl,Black,Gasoline,All-wheel Drive,2T3DFREV8HW545704,Gale Toyota,06082,SUV,"['vehicle_images_more\\ec3274c0-50db-4b7f-9d27-289b412cf0c1_1.jpg', 'vehicle_images_more\\ec3274c0-50db-4b7f-9d27-289b412cf0c1_2.jpg', 'vehicle_images_more\\ec3274c0-50db-4b7f-9d27-289b412cf0c1_3.jpg']"
Toyota,Tacoma,2017,28683,96726,Super White,Black,Gasoline,Four-wheel Drive,3TMDZ5BN2HM019896,Gale Toyota,06082,Truck,"['vehicle_images_more\\64a3bd79-2ba7-4f04-be7e-9518398b4fef_1.jpg', 'vehicle_images_more\\64a3bd79-2ba7-4f04-be7e-9518398b4fef_2.jpg', 'vehicle_images_more\\64a3bd79-2ba7-4f04-be7e-9518398b4fef_3.jpg']"
Toyota,Tacoma,2014,16883,192499,Magnetic Gray Metallic,Graphite,Gasoline,Four-wheel Drive,3TMLU4EN6EM149837,Gale Toyota,06082,Truck,"['vehicle_images_more\\5bd7f60f-65c2-4416-8a2b-9ebac4588976_1.jpg', 'vehicle_images_more\\5bd7f60f-65c2-4416-8a2b-9ebac4588976_2.jpg', 'vehicle_images_more\\5bd7f60f-65c2-4416-8a2b-9ebac4588976_3.jpg']"
Toyota,Tacoma,2019,27626,102530,Super White,Black,Gasoline,Four-wheel Drive,3TMDZ5BN8KM067457,McGee Toyota of Claremont,03743,Truck,"['vehicle_images_more\\c1ba6a1a-656b-43ab-94f0-7462ff2122e2_1.jpg', 'vehicle_images_more\\c1ba6a1a-656b-43ab-94f0-7462ff2122e2_2.jpg', 'vehicle_images_more\\c1ba6a1a-656b-43ab-94f0-7462ff2122e2_3.jpg']"
Toyota,RAV4,2016,15844,112778,Silver Sky Metallic,Ash,Gasoline,All-wheel Drive,2T3RFREV4GW434989,McGee Toyota of Claremont,03743,SUV,"['vehicle_images_more\\e36dee50-2940-4bca-bfbe-b37d6cd15d14_1.jpg', 'vehicle_images_more\\e36dee50-2940-4bca-bfbe-b37d6cd15d14_2.jpg', 'vehicle_images_more\\e36dee50-2940-4bca-bfbe-b37d6cd15d14_3.jpg']"
Toyota,Tacoma,2019,24992,135579,Super White,Graphite,Gasoline,Four-wheel Drive,5TFCZ5AN7KX203424,DCH Wappingers Falls Toyota,12590,Truck,"['vehicle_images_more\\bffd2d9d-78e7-4314-855d-795814b2ad7c_1.jpg', 'vehicle_images_more\\bffd2d9d-78e7-4314-855d-795814b2ad7c_2.jpg', 'vehicle_images_more\\bffd2d9d-78e7-4314-855d-795814b2ad7c_3.jpg']"
Toyota,Tacoma,2018,19491,182641,Blazing Blue Pearl,Black Pkg/Gun Metal,Gasoline,Four-wheel Drive,5TFSZ5AN8JX156298,DCH Wappingers Falls Toyota,12590,Truck,"['vehicle_images_more\\53972075-cb30-4130-bff3-3cbfa8fa420b_1.jpg', 'vehicle_images_more\\53972075-cb30-4130-bff3-3cbfa8fa420b_2.jpg', 'vehicle_images_more\\53972075-cb30-4130-bff3-3cbfa8fa420b_3.jpg']"
Toyota,RAV4,2017,23998,35098,White,TAN,Gasoline,Four-wheel Drive,2T3RFREV9HW695567,CarMax Waterbury,06705,SUV,"['vehicle_images_more\\4ae47b30-9618-467f-9069-957854d247bb_1.jpg', 'vehicle_images_more\\4ae47b30-9618-467f-9069-957854d247bb_2.jpg', 'vehicle_images_more\\4ae47b30-9618-467f-9069-957854d247bb_3.jpg']"
Toyota,RAV4,2018,21995,50400,-,Ash,Gasoline,All-wheel Drive,2T3RFREV4JW836888,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\8ca95f48-f60e-41a2-ad9c-8bc3c661ae6f_1.jpg', 'vehicle_images_more\\8ca95f48-f60e-41a2-ad9c-8bc3c661ae6f_2.jpg', 'vehicle_images_more\\8ca95f48-f60e-41a2-ad9c-8bc3c661ae6f_3.jpg']"
Toyota,RAV4,2011,15995,48540,Barcelona Red Metallic,Dark Charcoal,Gasoline,Four-wheel Drive,JTMRK4DV1B5102363,Cyber Auto,01453,SUV,"['vehicle_images_more\\654f5425-64b1-4293-a0aa-37427ff442ef_1.jpg', 'vehicle_images_more\\654f5425-64b1-4293-a0aa-37427ff442ef_2.jpg', 'vehicle_images_more\\654f5425-64b1-4293-a0aa-37427ff442ef_3.jpg']"
Toyota,Highlander,2019,26977,89142,Black,Se,Gasoline,All-wheel Drive,5TDJZRFH7KS613406,Lux Auto Plus,01501,SUV,"['vehicle_images_more\\578a295c-0029-43c0-9bc9-073081d9ad1f_1.jpg', 'vehicle_images_more\\578a295c-0029-43c0-9bc9-073081d9ad1f_2.jpg', 'vehicle_images_more\\578a295c-0029-43c0-9bc9-073081d9ad1f_3.jpg']"
Toyota,Avalon Hybrid,2018,23230,38188,Black,,Hybrid,Front-wheel Drive,4T1BD1EB7JU059775,Mcgee Toyota of Dudley,01571,Sedan,"['vehicle_images_more\\d0b7051f-c3ad-41e3-bf5f-2df73c56815e_1.jpg', 'vehicle_images_more\\d0b7051f-c3ad-41e3-bf5f-2df73c56815e_2.jpg', 'vehicle_images_more\\d0b7051f-c3ad-41e3-bf5f-2df73c56815e_3.jpg']"
Toyota,Corolla,2018,16000,51327,Galactic Aqua Mica,Almond,Gasoline,Front-wheel Drive,2T1BURHE8JC020277,Subaru of Troy,12180,Sedan,"['vehicle_images_more\\b650085f-d4c0-4611-a401-851a111af0a1_1.jpg', 'vehicle_images_more\\b650085f-d4c0-4611-a401-851a111af0a1_2.jpg', 'vehicle_images_more\\b650085f-d4c0-4611-a401-851a111af0a1_3.jpg']"
Toyota,Corolla iM,2018,14700,89796,Classic Silver Metallic,Black,Gasoline,Front-wheel Drive,JTNKARJE6JJ562707,Ford of Latham,12110,Hatchback,"['vehicle_images_more\\d7c3b9e1-fd07-4b6e-be02-322f36b714f6_1.jpg', 'vehicle_images_more\\d7c3b9e1-fd07-4b6e-be02-322f36b714f6_2.jpg', 'vehicle_images_more\\d7c3b9e1-fd07-4b6e-be02-322f36b714f6_3.jpg']"
